Company_Code,Company_Name,Article_Title,Article_Date,ESG_Relevance_Score,Is_ESG_Relevant,Matched_ESG_Keywords,Matched_Non_ESG_Keywords,Rejection_Reason,Analysis_Date
TCS,Tata Consultancy Services,"Sensex, Nifty close lower for 8th session; all 13 sectoral indices in red, broader markets crash up to 3% Sensex and Nifty fell for the eighth session for the first time in two years on February 14, a",2025-02-14,-4,False,,"resistance, support level, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TCS,Tata Consultancy Services,"Real estate shares continue to fall for 5th day, decline up to 6%; weak Q1 results of Lodha, TCS layoffs weigh The shares of real estate companies recorded significant losses on July 28, as weak earni",2025-07-28,-4,False,,"share price, intraday, q1 results, nifty",Low ESG relevance or finance-only context,2026-09-03
TCS,Tata Consultancy Services,"Nifty Realty drops 1.4%, extends losses for third day: 5 reasons behind sector-wide sell-off Real estate stocks recorded significant losses on August 7, pushing the Nifty Realty index down 1.4 percent",2025-08-07,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
TCS,Tata Consultancy Services,"Chartist Talks: SBI Sec’s Sudeep Shah bullish on 4 stocks, but signals avoid for telecom stock, sees this bank at overbought zone after 81% rally Sudeep Shah of SBI Securities is bullish on EID Parry ",2025-07-13,-2,False,,"resistance, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys, TCS, other IT heavyweights drop 1%, IT index snaps 2-day gaining streak amid weak market Several IT stocks declined on May 27, pushing the Nifty IT index down into the red to snap its two-day",2025-05-27,-3,False,,"share price, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"From Ather Energy to Vodafone: Here is what MFs bought, sold and added in April Mutual funds continued to reshuffle their equity portfolios in April, increasing exposure to sectors such as telecom, mi",2025-05-16,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Nifty IT index tops the chart after gaining Rs 1.16 lakh crore in value in nine sessions with eight up days The shares of TCS and Infosys were among the leading contributor on Sensex, as IT companies ",2025-06-16,-1,False,environment,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Stocks to Watch Today: PNB Housing, JSW Energy, Maruti Suzuki, M&M, Paras Defence, Federal Bank, Eternal, Mobikwik, NMDC, NCC in focus on 2 May Let's catch up on the latest news from the stock market.",2025-05-02,0,False,,,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Nifty IT sharply down on selloff after Fed's inflation, tariff view; Wipro sole gainer on upgrade Shares of IT companies were sharply lower on June 19, after the US Federal Reserve kept key interest r",2025-06-19,-2,False,,"target price, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex declines 300 pts, Nifty below 24,650: Trump's renewed tariff threat among key factors behind market fall The benchmark equity indices Sensex and Nifty traded lower on Tuesday, dragged down by s",2025-08-05,-3,False,,"resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Black Friday: Sensex crashes over 1,000 pts, Nifty sinks below 22,900; Trump tariffs among key factors to spook markets Equity markets witnessed a sharp sell-off on Friday, with benchmark indices fall",2025-04-04,-5,False,,"intraday, resistance, support level, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex jumps 550 pts from day's low, Nifty above 22,650: Decline in oil prices among key factors behind market rally Sensex and Nifty witnessed an uptrend on Monday morning, following firm trends in A",2025-03-10,-5,False,,"intraday, candlestick, support level, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex zooms 2,975 pts, Nifty above 24,900: India-Pak ceasefire among key factors behind massive market rally The domestic equity benchmarks rebounded sharply on Monday, with the Sensex rallying 2,975",2025-05-12,-3,False,,"intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex, Nifty fall 0.5% each; 12 of 13 sectoral indices in the red, broader markets underperform The Sensex and Nifty slipped half a percent around noon on March 3, dragged down by oil &amp;amp; gas a",2025-03-03,-3,False,,"brokerage, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"IT, metal, realty stocks tumble up to 4% as Trump's tariffs, FOMC meet outcome weigh The shares of IT, metal and realty companies tumbled in morning trade on July 31 as Trump’s tariffs and penalty on ",2025-07-31,0,False,"environment, penalty","nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex jumps 600 pts, Nifty above 23,300: Positive global cues ahead of US tariffs among key factors behind market rally Benchmark indices Sensex and Nifty surged in early trade on Wednesday, recoveri",2025-04-02,-3,False,,"support level, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex, Nifty hit eight-month low on US growth concerns; banking, IT stocks take a hit India's benchmark indexes slumped to their lowest levels in eight months, down 0.9 percent by noon on February 24",2025-02-24,-3,False,green energy,"target price, intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Persistent, TechM, other IT stocks drop up to 4% amid escalating US-China trade tensions The shares of IT companies tumbled on June 2 amid escalating trade tensions between US and China. The sharp fal",2025-06-02,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex plunges 800 pts, Nifty below 24k as Pahalgam attack fuels geopolitical jitters; small, midcap indices fall 3% The Indian stock market is under pressure on April 25, continuing with losses after",2025-04-25,-3,False,,"intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex jumps 500 pts, Nifty above 24,500: Sharp fall in crude, other key factors behind market rally The equity benchmark indices Sensex and Nifty surged in early trade on Monday amid sustained foreig",2025-05-05,-4,False,,"intraday, candlestick, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Auto, IT stocks in red amid tariff uncertainty; Maruti Suzuki, Tech Mahindra shares down up to 2% The shares of auto and IT companies dropped on July 7 as uncertainties around higher US tariffs and no",2025-07-07,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Nifty IT rallies one percent, snapping a two-day fall on strong Nvidia Q1, ruling against Trump tariffs The shares of IT companies surged on May 29 after US chipmaker Nvidia posted strong Q1 results a",2025-05-29,-2,False,,"q1 results, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex falls 300 pts, Nifty below 24,750 on renewed tariff concerns; Auto, Metal, IT drag The equity benchmarks Sensex and Nifty extended losses by noon after a flat start on Friday amid weak global c",2025-05-30,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"IT shares snap three-day gaining streak ahead of US Fed meet; Coforge, TCS, others fall up to 1.5% The shares of several IT companies dropped on June 18, pushing the Nifty IT index down over half a pe",2025-06-18,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"TCS job cuts worry brokerages as execution, attrition concerns emerge, stock slips Information technology giant Tata Consultancy Services Ltd (TCS) shares slipped in trade on Monday, July 28, after Mo",2025-07-28,-2,False,,"target price, brokerage",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"LTI Mindtree, TechM surge 2% as IT index rallies on a rangebound day: What's pushing IT higher Shares of IT companies sharply ended higher on April 29, sharply off lows on hopes of easing trade tensio",2025-04-29,-4,False,environment,"share price, stock price, brokerage, q4 results, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Persistent Systems, Infosys, other IT shares drop up to 2% as trade, geopolitical tensions weigh The shares of major IT players dropped on June 12 after uncertain US tariff rules and geopolitical tens",2025-06-12,0,False,labor,nifty,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys targetting everything to be AI-first, hiring to support guidance: CEO Salil Parekh amid TCS layoffs IT major Infosys will continue to hire in order to support the growth guidance, and will dev",2025-07-30,0,False,,,Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Coforge, Mphasis, other IT shares rise up to 4% on optimism over US-China trade talks The shares of IT companies are higher on June 10, pushing the Nifty IT index up over 1.5 percent to emerge as the ",2025-06-10,-4,False,,"share price, target price, brokerage, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex down 500 pts, Nifty below 25,100: Nestle Q1 results among key factors behind market decline The benchmark indices gave up early gains and traded lower at around noon on Thursday, dragged by sel",2025-07-24,-6,False,,"stock price, brokerage, resistance, q1 results, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex down nearly 700 pts, Nifty below 22,650; bank, IT stocks drag; mid-, small-cap indices fall over 1% Indian benchmark indexes Sensex and Nifty opened lower on February 24, tracking a global mark",2025-02-24,-2,False,green energy,"resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Trent, BEL to join 30-share Sensex today, Nestle India, IndusInd Bank excluded Shares of retail giant Trent Ltd. and PSU firm Bharat Electronics Ltd. (BEL) will  added to the 30-pack benchmark index S",2025-06-20,-1,False,inclusion,"intraday, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Tech Mahindra, Infosys, other IT stocks tumble on concerns over US' fiscal deficit The shares of IT companies tumbled on May 22, tracking Wall Street peers over concerns of possible widening of US' fe",2025-05-22,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Sensex drops 850 pts, Nifty below 22,600, hits 8-month low on US growth concerns; Nifty IT sinks nearly 3% Sensex and Nifty extended their losing streak to a fifth straight session, plunging to an eig",2025-02-24,-4,False,green energy,"target price, intraday, resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Trade Spotlight: How should you trade Infosys, BHEL, Info Edge, Birlasoft, Cyient, APL Apollo Tubes, Tata Technologies, and others on May 13? The benchmark indices made a strong start to the week, wit",2025-05-12,-4,False,,"candlestick, resistance, support level, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,IT stocks drop up to 1.5% ahead of TCS Q1 results tomorrow The shares of IT companies declined in trade on July 9 as investors actively awaited the release of the first set to Q1 FY26 results from the,2025-07-09,-2,False,environment,"share price, q1 results, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Infosys, TechM, others up 2% as US Fed chief Powell's testimony spurs rate cut bets Shares of IT companies were higher on June 25 as market participants saw US Federal Reserve Chair Jerome Powell's te",2025-06-25,-1,False,labor,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Investors cheer Trump's tariff pause: These are the top gaining spaces Benchmark Indian indices surged on April 11, with Sensex rising over 1,300 points and Nifty 50 up nearly 2 percent following a re",2025-04-11,-1,False,labor,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
INFY,Infosys,"Coforge, HCL Tech, other IT names rise up to 3% on hopes of early Fed rate cut, Nasdaq rally The Nifty IT index is higher on June 27, tracking Wall Street peers on rising hopes of a US Fed rate cut so",2025-06-27,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
